measure,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1,3.9827768206596375,4.4155091047287,3.708031713962555,2.168168574571609,6.082330882549286,4.390532732009889,3.434576272964478,2.7461493015289307,5.610574007034302,6.222570240497589,4.3533084988594055,2.149310082197189,14.0,5.309788167476653,4.641751766204834,2.4286574721336365,4.056722104549408,14.0,2.8811006546020512
2,3.829826891422272,4.478403985500336,3.7347441911697383,2.185013920068741,6.064607679843903,4.4507606625556955,3.474691092967987,2.7820260822772984,5.593902230262756,6.223446011543274,4.3394718170166025,2.134871959686279,14.0,5.30825400352478,4.701413094997406,2.444772452116013,4.097216606140137,14.0,2.783444255590439
3,4.037087559700011,4.384398579597473,3.7219706177711487,2.1246410012245183,6.096451699733733,4.416245102882384,3.389071226119996,2.697555899620056,5.634999632835388,6.205166220664978,4.360281705856323,2.1459839046001434,14.0,5.328964591026307,4.661492705345153,2.4420157968997955,4.05913370847702,14.0,2.919714897871017
4,4.0312254428863525,4.420750796794891,3.7042348980903625,2.1661696135997768,6.071335554122925,4.408965229988097,3.4551883935928345,2.7235624194145203,5.63217705488205,6.22622686624527,4.365138709545136,2.1682860255241394,14.0,5.2835079431533805,4.656471312046051,2.4624422490596767,4.033281981945038,14.0,2.9418376088142395
5,4.2726624608039865,4.317458212375641,3.7060861587524414,2.2077124118804927,6.0555604100227365,4.361090302467346,3.3359475135803223,2.693927645683289,5.701922059059143,6.2292739152908325,4.405813455581665,2.1850208044052124,12.444444444444443,5.293862402439117,4.584581732749938,2.448392361402512,3.969740808010101,12.444444444444443,3.1810407638549805
6,11.666666666666666,4.364298403263092,3.695896089076996,2.1991092860698704,6.082793176174164,4.372315526008607,3.378971695899964,2.7299235463142395,5.656899333000183,6.214462161064148,4.391169011592865,2.15800040960312,3.474065244197845,5.330609321594238,4.630130589008331,2.4378685057163243,4.045322477817535,12.444444444444443,3.0559363067150116
7,11.666666666666666,4.4274782538414,3.716687202453613,2.1631501019001007,6.083881735801697,4.4237486124038705,3.410570591688157,2.6910068094730377,5.64682400226593,6.2290661334991455,4.361543834209442,2.1928078234195705,3.5161577463150024,5.325457751750946,4.676376223564149,2.4642991423606877,4.038736462593079,14.0,2.931146442890168
8,11.666666666666666,4.3662272691726685,3.7214565873146057,2.1725607812404637,6.089879035949707,4.409430861473084,3.359724134206772,2.7128798067569733,5.654308736324309,6.224361836910247,4.372091889381409,2.1533150970935817,3.47180050611496,5.3312076330184945,4.657373785972594,2.4626892507076263,4.045158922672272,14.0,2.96504345536232
9,11.666666666666668,4.396629333496094,3.716496527194977,2.1718740165233617,6.083419442176819,4.384128212928772,3.433300584554672,2.7518332600593567,5.617302298545837,6.226065814495088,4.366629898548126,2.1512191295623784,3.4732958674430847,5.313093483448029,4.654132306575775,2.428906768560409,4.052530169487,14.0,2.879943668842316
10,11.666666666666666,4.501161098480225,3.715968310832977,2.206029087305069,6.067093551158905,4.4357749223709115,3.521779954433441,2.798105388879776,5.5776727199554434,6.227166056632996,4.328775644302368,2.1322398483753204,3.501728594303131,5.297166883945465,4.72108393907547,2.433585613965988,4.110361099243163,14.0,2.74160897731781
11,3.936030507087708,4.385064482688904,3.7397284507751465,2.153733789920807,6.079677700996399,4.446973443031312,3.4241863489151005,2.729060918092728,5.617825925350188,6.20676589012146,4.366489708423615,2.1613476574420925,3.5078927874565125,5.330508768558502,4.715457558631896,2.452402800321579,4.060314893722533,3.202044457197189,2.855220139026642
12,4.0000489950180045,4.364738166332245,3.7073416113853455,2.2020505666732793,6.067426919937134,4.4136449098587045,3.4670325815677643,2.759188443422318,5.627416431903839,6.2207173109054565,4.363042950630188,2.159298837184906,3.487935721874237,5.313067197799684,4.688720881938933,2.4205821454524994,4.063770830631256,3.181381225585937,2.8977603316307072
13,4.056276082992554,4.357060670852661,3.747111797332765,2.147978693246841,6.082050919532776,4.384888827800752,3.390986949205398,2.716639280319214,5.640023112297058,6.22086626291275,4.354552268981934,2.1597098112106323,3.490254282951355,5.325959265232086,4.635893821716309,2.4605928659439087,4.029292821884154,3.1488181054592137,2.967724800109864
14,4.059267222881317,4.3718594908714286,3.715263187885285,2.1999220550060268,6.079385638237,4.368398547172546,3.3773757815361027,2.758837968111038,5.649874806404114,6.2279942631721505,4.3943320512771615,2.153854578733444,3.464145749807358,5.317572891712189,4.640999495983124,2.455532252788544,4.046633422374725,3.1531335413455963,2.9774700999259958
15,4.073715150356293,4.382172644138336,3.7112168669700623,2.196654915809632,6.0788841247558585,4.350814282894135,3.414159625768662,2.74054816365242,5.627165675163269,6.226658701896668,4.363621234893799,2.142793953418732,3.4893186390399933,5.32744836807251,4.622289538383483,2.455528289079666,4.055386543273927,3.1440929472446437,2.9913896024227147
16,3.94059294462204,4.371480643749237,3.741442024707794,2.1755193769931798,6.076700329780579,4.421848952770233,3.430157154798508,2.751614421606064,5.613964021205902,6.218626976013184,4.3471046686172485,2.1404405534267426,3.48843514919281,5.323792576789857,14.0,2.4439799189567566,4.0569127798080435,3.194214671850205,2.8810925185680394
17,4.11876916885376,4.335024535655975,3.713819980621338,2.1469435393810268,6.072149157524109,4.361301839351654,3.4081642031669617,2.7001969814300537,5.656720757484436,6.225393235683441,4.3716946840286255,2.156533420085907,3.4873246848583217,5.321239113807677,13.299999999999999,2.427924394607544,4.016149163246155,3.122346997261048,3.0250260531902318
18,4.237697541713715,4.314591407775879,3.680294930934906,2.195415943861008,6.081242322921753,4.312207341194154,3.3935435414314274,2.711020827293396,5.691590130329133,6.2265689969062805,4.35288792848587,2.1710683405399323,3.5372914075851436,5.316389203071593,13.299999999999999,2.444079011678696,3.972660183906555,3.0550029575824738,3.195298433303833
19,4.104410529136659,4.344949662685393,3.722577691078186,2.1649686098098755,6.07863587141037,4.380750715732575,3.375865817070007,2.708349496126176,5.660228848457336,6.225517988204956,4.37648993730545,2.163133829832077,3.533352315425873,5.33422714471817,13.299999999999999,2.4540414810180664,4.00862979888916,3.0967222452163696,3.0416719615459438
20,4.090437412261963,4.353591799736023,3.675699532032013,2.172057181596756,6.069986641407013,4.35857230424881,3.4380789399147034,2.7429094910621643,5.64353621006012,6.219367146492004,4.3481318950653085,2.1730397641658783,3.520614206790924,5.306510806083678,13.299999999999999,2.426378756761552,4.021341621875763,3.127626448869705,3.005690038204193
21,4.078731954097748,4.3351484537124625,3.6953474283218384,2.1670841872692117,6.073108792304993,4.374746322631837,3.440320521593093,2.7325950860977173,5.644573032855988,6.224020123481751,4.343479335308075,2.181732803583145,3.515034556388855,5.297288715839387,4.623391449451447,2.4317529201507573,4.030865788459779,3.1677156090736385,2.9756599366664886
22,4.184257566928864,4.23978954553604,3.7338546514511113,2.162256807088852,6.074818193912506,4.357111155986786,3.335285782814025,2.7046206891536717,5.7091280817985535,6.232735693454742,4.362255215644836,2.1687264144420624,3.4661484658718105,5.305065929889679,4.572131931781769,2.4251393675804143,3.976083993911743,3.0745694935321812,3.127472907304764
23,4.64403173327446,3.9726034402847286,3.690088003873825,2.2214016020298004,6.060693413019179,4.163821101188661,3.1360932439565663,2.632627218961716,5.776841580867767,6.24227237701416,4.40617436170578,2.206856980919838,3.5665190666913986,5.31224462389946,4.380702108144759,2.4588289111852646,3.8393671214580536,2.9560144394636154,3.678964480757713
